Year,0,1,2,3,4,5,6
2036,0.04662018015044557,0.42806122666913676,0.15771330216148818,0.20505272341347675,0.05980142615712101,0.06987354691648096,0.032877594531850886
2037,0.0425059724560177,0.4299519588852695,0.15899085081714867,0.21299062400171884,0.056538640864857145,0.06886632243863429,0.030155630536353943
2038,0.038745128412757325,0.4310162078840951,0.16005308122267414,0.22152467345084007,0.053267863739506885,0.06781483613617617,0.027578209153950168
2039,0.035312646674899376,0.4312529170856258,0.16089569371292603,0.23066543576321252,0.05000467701461543,0.06672328812967586,0.025145341619044855
2040,0.0321846189747202,0.4306692238692961,0.16151625087258267,0.24041237838754387,0.046764864426867024,0.06559624625033676,0.022856417218653346
2041,0.02933839506264443,0.42928217681354225,0.16191491624882953,0.2507510087360443,0.04356436323413212,0.0644388703905489,0.02071026951425824
2042,0.026752692848374532,0.42712057008916066,0.16209529445053933,0.2616499016935821,0.04041916636665984,0.06325715273844462,0.018705221813238984
2043,0.0244076557368401,0.42422676168809764,0.16206532720431308,0.2730578291623354,0.037345159383423074,0.062058157628642086,0.016839109196348376
2044,0.022284860961842193,0.42065826404532664,0.16183816955360075,0.2849013058501701,0.0343578854786333,0.060850236247744056,0.015109277862683007
2045,0.02036728778074482,0.41648881514768044,0.16143293629783154,0.2970829751635394,0.031472238114304565,0.059643181608338806,0.013512565887560371
2046,0.01863924667024198,0.4118086468505788,0.16087519466232872,0.3094812599823091,0.028702089208555617,0.05844829344746815,0.012045269178517694
2047,0.017086279112533076,0.40672361861185297,0.16019705870776144,0.3219517529666733,0.0260598737131962,0.057278313141358436,0.010703103746624707
2048,0.01569503580140238,0.40135297136952663,0.15943675533706103,0.33433069447181724,0.023556165550563685,0.05614720321606506,0.009481174253563955
2049,0.014453143991802468,0.3958255792317326,0.1586375687963002,0.3464407002607601,0.02119928853715051,0.055069757277455375,0.008373961904798645
2050,0.013349075595523754,0.3902747722875952,0.1578461456882214,0.35809859842687036,0.01899501395167186,0.05406105026657532,0.007375343783542033
