,branch,variable-name,type
578,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\White Tanks WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
579,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\White Tanks WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
580,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\White Tanks WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
581,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\White Tanks WTP,Pollutant Loadings,output
582,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Total Final Energy Consumption,output
583,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Total Activity,output
584,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Energy Demand Final Units,output
585,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Useful Energy Demand,output
586,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Demand Coproduction,output
587,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Primary Requirements: Allocated to Demands,output
588,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Stocks,output
589,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Sales,output
590,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Retirements,output
591,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Vehicle mileage,output
592,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Stock Average On-road Fuel Economy,output
593,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,New Vehicle Rated Fuel Economy,output
594,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Twenty Year GWP Direct At Point of Emissions,output
595,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Direct At Point of Emissions,output
596,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
597,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
598,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
599,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Pollutant Loadings,output
600,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Total Final Energy Consumption,output
601,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Total Activity,output
602,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Energy Demand Final Units,output
603,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Useful Energy Demand,output
604,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Demand Coproduction,output
605,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Primary Requirements: Allocated to Demands,output
606,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Stocks,output
607,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Sales,output
608,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Retirements,output
609,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Vehicle mileage,output
610,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Stock Average On-road Fuel Economy,output
611,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,New Vehicle Rated Fuel Economy,output
612,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Twenty Year GWP Direct At Point of Emissions,output
613,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Direct At Point of Emissions,output
614,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
615,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
616,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
617,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Glendale Pyramid WTP,Pollutant Loadings,output
618,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Total Final Energy Consumption,output
619,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Total Activity,output
620,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Energy Demand Final Units,output
621,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Useful Energy Demand,output
622,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Demand Coproduction,output
623,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Primary Requirements: Allocated to Demands,output
624,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Stocks,output
625,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Sales,output
626,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Retirements,output
627,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Vehicle mileage,output
628,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Stock Average On-road Fuel Economy,output
629,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,New Vehicle Rated Fuel Economy,output
630,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Twenty Year GWP Direct At Point of Emissions,output
631,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Direct At Point of Emissions,output
632,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
633,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
634,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
635,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Phoenix Union Hills WTP,Pollutant Loadings,output
636,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Total Final Energy Consumption,output
637,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Total Activity,output
638,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Energy Demand Final Units,output
639,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Useful Energy Demand,output
640,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Demand Coproduction,output
641,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Primary Requirements: Allocated to Demands,output
642,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Device Stocks,output
643,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Device Sales,output
644,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Device Retirements,output
645,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Vehicle mileage,output
646,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Stock Average On-road Fuel Economy,output
647,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,New Vehicle Rated Fuel Economy,output
648,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Twenty Year GWP Direct At Point of Emissions,output
649,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Direct At Point of Emissions,output
650,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
651,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
652,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
653,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Scottsdale WTP,Pollutant Loadings,output
654,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Total Final Energy Consumption,output
655,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Total Activity,output
656,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Energy Demand Final Units,output
657,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Useful Energy Demand,output
658,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Demand Coproduction,output
659,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Primary Requirements: Allocated to Demands,output
660,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Device Stocks,output
661,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Device Sales,output
662,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Device Retirements,output
663,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Vehicle mileage,output
664,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Stock Average On-road Fuel Economy,output
665,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,New Vehicle Rated Fuel Economy,output
666,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Twenty Year GWP Direct At Point of Emissions,output
667,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Direct At Point of Emissions,output
668,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
669,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
670,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
671,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Mesa WTP,Pollutant Loadings,output
672,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Total Final Energy Consumption,output
673,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Total Activity,output
674,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Energy Demand Final Units,output
675,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Useful Energy Demand,output
676,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Demand Coproduction,output
677,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Primary Requirements: Allocated to Demands,output
678,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Stocks,output
679,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Sales,output
680,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Retirements,output
681,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Vehicle mileage,output
682,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Stock Average On-road Fuel Economy,output
683,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,New Vehicle Rated Fuel Economy,output
684,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Twenty Year GWP Direct At Point of Emissions,output
685,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Direct At Point of Emissions,output
686,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
687,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
688,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
689,Demand\Industrial\Water infrastructure\Municipal\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Pollutant Loadings,output
690,Demand\Industrial\Water infrastructure\Municipal\SRP,Total Final Energy Consumption,output
691,Demand\Industrial\Water infrastructure\Municipal\SRP,Energy Demand Final Units,output
692,Demand\Industrial\Water infrastructure\Municipal\SRP,Useful Energy Demand,output
693,Demand\Industrial\Water infrastructure\Municipal\SRP,Demand Coproduction,output
694,Demand\Industrial\Water infrastructure\Municipal\SRP,Primary Requirements: Allocated to Demands,output
695,Demand\Industrial\Water infrastructure\Municipal\SRP,Device Stocks,output
696,Demand\Industrial\Water infrastructure\Municipal\SRP,Device Sales,output
697,Demand\Industrial\Water infrastructure\Municipal\SRP,Device Retirements,output
698,Demand\Industrial\Water infrastructure\Municipal\SRP,Vehicle mileage,output
699,Demand\Industrial\Water infrastructure\Municipal\SRP,Stock Average On-road Fuel Economy,output
700,Demand\Industrial\Water infrastructure\Municipal\SRP,New Vehicle Rated Fuel Economy,output
701,Demand\Industrial\Water infrastructure\Municipal\SRP,Twenty Year GWP Direct At Point of Emissions,output
702,Demand\Industrial\Water infrastructure\Municipal\SRP,One_Hundred Year GWP Direct At Point of Emissions,output
703,Demand\Industrial\Water infrastructure\Municipal\SRP,Five_Hundred Year GWP Direct At Point of Emissions,output
704,Demand\Industrial\Water infrastructure\Municipal\SRP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
705,Demand\Industrial\Water infrastructure\Municipal\SRP,One_Hundred Year GWP Indirect Allocated to Demands,output
706,Demand\Industrial\Water infrastructure\Municipal\SRP,Pollutant Loadings,output
707,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Total Final Energy Consumption,output
708,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Energy Demand Final Units,output
709,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Useful Energy Demand,output
710,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Demand Coproduction,output
711,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Primary Requirements: Allocated to Demands,output
712,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Device Stocks,output
713,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Device Sales,output
714,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Device Retirements,output
715,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Vehicle mileage,output
716,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Stock Average On-road Fuel Economy,output
717,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,New Vehicle Rated Fuel Economy,output
718,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Twenty Year GWP Direct At Point of Emissions,output
719,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,One_Hundred Year GWP Direct At Point of Emissions,output
720,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Five_Hundred Year GWP Direct At Point of Emissions,output
721,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
722,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,One_Hundred Year GWP Indirect Allocated to Demands,output
723,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution,Pollutant Loadings,output
724,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Total Final Energy Consumption,output
725,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Total Activity,output
726,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Energy Demand Final Units,output
727,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Useful Energy Demand,output
728,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Demand Coproduction,output
729,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Primary Requirements: Allocated to Demands,output
730,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Device Stocks,output
731,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Device Sales,output
732,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Device Retirements,output
733,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Vehicle mileage,output
734,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Stock Average On-road Fuel Economy,output
735,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,New Vehicle Rated Fuel Economy,output
736,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Twenty Year GWP Direct At Point of Emissions,output
737,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Direct At Point of Emissions,output
738,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
739,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
740,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
741,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Peoria Greenway WTP,Pollutant Loadings,output
742,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Total Final Energy Consumption,output
743,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Total Activity,output
744,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Energy Demand Final Units,output
745,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Useful Energy Demand,output
746,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Demand Coproduction,output
747,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Primary Requirements: Allocated to Demands,output
748,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Device Stocks,output
749,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Device Sales,output
750,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Device Retirements,output
751,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Vehicle mileage,output
752,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Stock Average On-road Fuel Economy,output
753,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,New Vehicle Rated Fuel Economy,output
754,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Twenty Year GWP Direct At Point of Emissions,output
755,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Direct At Point of Emissions,output
756,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
757,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
758,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
759,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Cholla WTP,Pollutant Loadings,output
760,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Total Final Energy Consumption,output
761,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Total Activity,output
762,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Energy Demand Final Units,output
763,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Useful Energy Demand,output
764,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Demand Coproduction,output
765,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Primary Requirements: Allocated to Demands,output
766,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Stocks,output
767,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Sales,output
768,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Retirements,output
769,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Vehicle mileage,output
770,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Stock Average On-road Fuel Economy,output
771,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,New Vehicle Rated Fuel Economy,output
772,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Twenty Year GWP Direct At Point of Emissions,output
773,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,One_Hundred Year GWP Direct At Point of Emissions,output
774,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
775,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
776,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
777,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Pollutant Loadings,output
778,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Total Final Energy Consumption,output
779,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Total Activity,output
780,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Energy Demand Final Units,output
781,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Useful Energy Demand,output
782,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Demand Coproduction,output
783,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Primary Requirements: Allocated to Demands,output
784,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Device Stocks,output
785,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Device Sales,output
786,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Device Retirements,output
787,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Vehicle mileage,output
788,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Stock Average On-road Fuel Economy,output
789,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,New Vehicle Rated Fuel Economy,output
790,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Twenty Year GWP Direct At Point of Emissions,output
791,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,One_Hundred Year GWP Direct At Point of Emissions,output
792,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
793,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
794,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
795,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Glendale Oasis WTP,Pollutant Loadings,output
796,Demand\Industrial\Water infrastructure\Municipal\SRP\Treatment and distribution\Phoenix 24th St WTP,Total Final Energy Consumption,output
