,branch,variable-name,type
2819,Transformation\Electricity generation\Processes\Four Corners PowerPlant,First Simulation Year,output
2820,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Historical Production,output
2821,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Process Efficiency,output
2822,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Outputs by Output Fuel,output
2823,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Outputs by Feedstock Fuel,output
2824,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Inputs,output
2825,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Capacity,output
2826,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Capacity Added,output
2827,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Capacity Retired,output
2828,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Efficiency,output
2829,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Actual Availability,output
2830,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Average Power Dispatched,output
2831,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Twenty Year GWP Direct At Point of Emissions,output
2832,Transformation\Electricity generation\Processes\Four Corners PowerPlant,One_Hundred Year GWP Direct At Point of Emissions,output
2833,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Five_Hundred Year GWP Direct At Point of Emissions,output
2834,Transformation\Electricity generation\Processes\Four Corners PowerPlant,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2835,Transformation\Electricity generation\Processes\Four Corners PowerPlant,One_Hundred Year GWP Indirect Allocated to Demands,output
2836,Transformation\Electricity generation\Processes\Four Corners PowerPlant,Pollutant Loadings,output
2837,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Dispatch Rule,output
2838,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Exogenous Capacity,output
2839,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Maximum Availability,output
2840,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Capacity Credit,output
2841,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Endogenous Capacity,output
2842,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Merit Order,output
2843,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,First Simulation Year,output
2844,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Historical Production,output
2845,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Process Efficiency,output
2846,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Outputs by Output Fuel,output
2847,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Outputs by Feedstock Fuel,output
2848,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Inputs,output
2849,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Capacity,output
2850,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Capacity Added,output
2851,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Capacity Retired,output
2852,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Efficiency,output
2853,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Actual Availability,output
2854,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Average Power Dispatched,output
2855,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Twenty Year GWP Direct At Point of Emissions,output
2856,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,One_Hundred Year GWP Direct At Point of Emissions,output
2857,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Five_Hundred Year GWP Direct At Point of Emissions,output
2858,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2859,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,One_Hundred Year GWP Indirect Allocated to Demands,output
2860,Transformation\Electricity generation\Processes\Hayden Generating Station Unit 2,Pollutant Loadings,output
2861,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Dispatch Rule,output
2862,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Exogenous Capacity,output
2863,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Maximum Availability,output
2864,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Capacity Credit,output
2865,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Endogenous Capacity,output
2866,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Merit Order,output
2867,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,First Simulation Year,output
2868,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Historical Production,output
2869,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Process Efficiency,output
2870,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Outputs by Output Fuel,output
2871,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Outputs by Feedstock Fuel,output
2872,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Inputs,output
2873,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Capacity,output
2874,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Capacity Added,output
2875,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Capacity Retired,output
2876,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Efficiency,output
2877,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Actual Availability,output
2878,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Average Power Dispatched,output
2879,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Twenty Year GWP Direct At Point of Emissions,output
2880,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,One_Hundred Year GWP Direct At Point of Emissions,output
2881,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Five_Hundred Year GWP Direct At Point of Emissions,output
2882,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2883,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,One_Hundred Year GWP Indirect Allocated to Demands,output
2884,Transformation\Electricity generation\Processes\Springerville Generating Station Unit 4,Pollutant Loadings,output
2885,Transformation\Electricity generation\Processes\Cholla,Dispatch Rule,output
2886,Transformation\Electricity generation\Processes\Cholla,Exogenous Capacity,output
2887,Transformation\Electricity generation\Processes\Cholla,Maximum Availability,output
2888,Transformation\Electricity generation\Processes\Cholla,Capacity Credit,output
2889,Transformation\Electricity generation\Processes\Cholla,Endogenous Capacity,output
2890,Transformation\Electricity generation\Processes\Cholla,Merit Order,output
2891,Transformation\Electricity generation\Processes\Cholla,First Simulation Year,output
2892,Transformation\Electricity generation\Processes\Cholla,Historical Production,output
2893,Transformation\Electricity generation\Processes\Cholla,Process Efficiency,output
2894,Transformation\Electricity generation\Processes\Cholla,Outputs by Output Fuel,output
2895,Transformation\Electricity generation\Processes\Cholla,Outputs by Feedstock Fuel,output
2896,Transformation\Electricity generation\Processes\Cholla,Inputs,output
2897,Transformation\Electricity generation\Processes\Cholla,Capacity,output
2898,Transformation\Electricity generation\Processes\Cholla,Capacity Added,output
2899,Transformation\Electricity generation\Processes\Cholla,Capacity Retired,output
2900,Transformation\Electricity generation\Processes\Cholla,Efficiency,output
2901,Transformation\Electricity generation\Processes\Cholla,Actual Availability,output
2902,Transformation\Electricity generation\Processes\Cholla,Average Power Dispatched,output
2903,Transformation\Electricity generation\Processes\Cholla,Twenty Year GWP Direct At Point of Emissions,output
2904,Transformation\Electricity generation\Processes\Cholla,One_Hundred Year GWP Direct At Point of Emissions,output
2905,Transformation\Electricity generation\Processes\Cholla,Five_Hundred Year GWP Direct At Point of Emissions,output
2906,Transformation\Electricity generation\Processes\Cholla,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2907,Transformation\Electricity generation\Processes\Cholla,One_Hundred Year GWP Indirect Allocated to Demands,output
2908,Transformation\Electricity generation\Processes\Cholla,Pollutant Loadings,output
2909,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Dispatch Rule,output
2910,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Exogenous Capacity,output
2911,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Maximum Availability,output
2912,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Capacity Credit,output
2913,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Endogenous Capacity,output
2914,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Merit Order,output
2915,Transformation\Electricity generation\Processes\Agua Fria Generating Station,First Simulation Year,output
2916,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Historical Production,output
2917,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Process Efficiency,output
2918,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Outputs by Output Fuel,output
2919,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Outputs by Feedstock Fuel,output
2920,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Inputs,output
2921,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Capacity,output
2922,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Capacity Added,output
2923,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Capacity Retired,output
2924,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Efficiency,output
2925,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Actual Availability,output
2926,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Average Power Dispatched,output
2927,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Twenty Year GWP Direct At Point of Emissions,output
2928,Transformation\Electricity generation\Processes\Agua Fria Generating Station,One_Hundred Year GWP Direct At Point of Emissions,output
2929,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Five_Hundred Year GWP Direct At Point of Emissions,output
2930,Transformation\Electricity generation\Processes\Agua Fria Generating Station,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2931,Transformation\Electricity generation\Processes\Agua Fria Generating Station,One_Hundred Year GWP Indirect Allocated to Demands,output
2932,Transformation\Electricity generation\Processes\Agua Fria Generating Station,Pollutant Loadings,output
2933,Transformation\Electricity generation\Processes\Kyrene Generating Station,Dispatch Rule,output
2934,Transformation\Electricity generation\Processes\Kyrene Generating Station,Exogenous Capacity,output
2935,Transformation\Electricity generation\Processes\Kyrene Generating Station,Maximum Availability,output
2936,Transformation\Electricity generation\Processes\Kyrene Generating Station,Capacity Credit,output
2937,Transformation\Electricity generation\Processes\Kyrene Generating Station,Endogenous Capacity,output
2938,Transformation\Electricity generation\Processes\Kyrene Generating Station,Merit Order,output
2939,Transformation\Electricity generation\Processes\Kyrene Generating Station,First Simulation Year,output
2940,Transformation\Electricity generation\Processes\Kyrene Generating Station,Historical Production,output
2941,Transformation\Electricity generation\Processes\Kyrene Generating Station,Process Efficiency,output
2942,Transformation\Electricity generation\Processes\Kyrene Generating Station,Outputs by Output Fuel,output
2943,Transformation\Electricity generation\Processes\Kyrene Generating Station,Outputs by Feedstock Fuel,output
2944,Transformation\Electricity generation\Processes\Kyrene Generating Station,Inputs,output
2945,Transformation\Electricity generation\Processes\Kyrene Generating Station,Capacity,output
2946,Transformation\Electricity generation\Processes\Kyrene Generating Station,Capacity Added,output
2947,Transformation\Electricity generation\Processes\Kyrene Generating Station,Capacity Retired,output
2948,Transformation\Electricity generation\Processes\Kyrene Generating Station,Efficiency,output
2949,Transformation\Electricity generation\Processes\Kyrene Generating Station,Actual Availability,output
2950,Transformation\Electricity generation\Processes\Kyrene Generating Station,Average Power Dispatched,output
2951,Transformation\Electricity generation\Processes\Kyrene Generating Station,Twenty Year GWP Direct At Point of Emissions,output
2952,Transformation\Electricity generation\Processes\Kyrene Generating Station,One_Hundred Year GWP Direct At Point of Emissions,output
2953,Transformation\Electricity generation\Processes\Kyrene Generating Station,Five_Hundred Year GWP Direct At Point of Emissions,output
2954,Transformation\Electricity generation\Processes\Kyrene Generating Station,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2955,Transformation\Electricity generation\Processes\Kyrene Generating Station,One_Hundred Year GWP Indirect Allocated to Demands,output
2956,Transformation\Electricity generation\Processes\Kyrene Generating Station,Pollutant Loadings,output
2957,Transformation\Electricity generation\Processes\Santan,Dispatch Rule,output
2958,Transformation\Electricity generation\Processes\Santan,Exogenous Capacity,output
2959,Transformation\Electricity generation\Processes\Santan,Maximum Availability,output
2960,Transformation\Electricity generation\Processes\Santan,Capacity Credit,output
2961,Transformation\Electricity generation\Processes\Santan,Endogenous Capacity,output
2962,Transformation\Electricity generation\Processes\Santan,Merit Order,output
2963,Transformation\Electricity generation\Processes\Santan,First Simulation Year,output
2964,Transformation\Electricity generation\Processes\Santan,Historical Production,output
2965,Transformation\Electricity generation\Processes\Santan,Process Efficiency,output
2966,Transformation\Electricity generation\Processes\Santan,Outputs by Output Fuel,output
2967,Transformation\Electricity generation\Processes\Santan,Outputs by Feedstock Fuel,output
2968,Transformation\Electricity generation\Processes\Santan,Inputs,output
2969,Transformation\Electricity generation\Processes\Santan,Capacity,output
2970,Transformation\Electricity generation\Processes\Santan,Capacity Added,output
2971,Transformation\Electricity generation\Processes\Santan,Capacity Retired,output
2972,Transformation\Electricity generation\Processes\Santan,Efficiency,output
2973,Transformation\Electricity generation\Processes\Santan,Actual Availability,output
2974,Transformation\Electricity generation\Processes\Santan,Average Power Dispatched,output
2975,Transformation\Electricity generation\Processes\Santan,Twenty Year GWP Direct At Point of Emissions,output
2976,Transformation\Electricity generation\Processes\Santan,One_Hundred Year GWP Direct At Point of Emissions,output
2977,Transformation\Electricity generation\Processes\Santan,Five_Hundred Year GWP Direct At Point of Emissions,output
2978,Transformation\Electricity generation\Processes\Santan,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2979,Transformation\Electricity generation\Processes\Santan,One_Hundred Year GWP Indirect Allocated to Demands,output
2980,Transformation\Electricity generation\Processes\Santan,Pollutant Loadings,output
2981,Transformation\Electricity generation\Processes\Ocotillo,Dispatch Rule,output
2982,Transformation\Electricity generation\Processes\Ocotillo,Exogenous Capacity,output
2983,Transformation\Electricity generation\Processes\Ocotillo,Maximum Availability,output
2984,Transformation\Electricity generation\Processes\Ocotillo,Capacity Credit,output
2985,Transformation\Electricity generation\Processes\Ocotillo,Endogenous Capacity,output
2986,Transformation\Electricity generation\Processes\Ocotillo,Merit Order,output
2987,Transformation\Electricity generation\Processes\Ocotillo,First Simulation Year,output
2988,Transformation\Electricity generation\Processes\Ocotillo,Historical Production,output
2989,Transformation\Electricity generation\Processes\Ocotillo,Process Efficiency,output
2990,Transformation\Electricity generation\Processes\Ocotillo,Outputs by Output Fuel,output
2991,Transformation\Electricity generation\Processes\Ocotillo,Outputs by Feedstock Fuel,output
2992,Transformation\Electricity generation\Processes\Ocotillo,Inputs,output
2993,Transformation\Electricity generation\Processes\Ocotillo,Capacity,output
2994,Transformation\Electricity generation\Processes\Ocotillo,Capacity Added,output
2995,Transformation\Electricity generation\Processes\Ocotillo,Capacity Retired,output
2996,Transformation\Electricity generation\Processes\Ocotillo,Efficiency,output
2997,Transformation\Electricity generation\Processes\Ocotillo,Actual Availability,output
2998,Transformation\Electricity generation\Processes\Ocotillo,Average Power Dispatched,output
2999,Transformation\Electricity generation\Processes\Ocotillo,Twenty Year GWP Direct At Point of Emissions,output
3000,Transformation\Electricity generation\Processes\Ocotillo,One_Hundred Year GWP Direct At Point of Emissions,output
3001,Transformation\Electricity generation\Processes\Ocotillo,Five_Hundred Year GWP Direct At Point of Emissions,output
3002,Transformation\Electricity generation\Processes\Ocotillo,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3003,Transformation\Electricity generation\Processes\Ocotillo,One_Hundred Year GWP Indirect Allocated to Demands,output
3004,Transformation\Electricity generation\Processes\Ocotillo,Pollutant Loadings,output
3005,Transformation\Electricity generation\Processes\West Phoenix,Dispatch Rule,output
3006,Transformation\Electricity generation\Processes\West Phoenix,Exogenous Capacity,output
3007,Transformation\Electricity generation\Processes\West Phoenix,Maximum Availability,output
3008,Transformation\Electricity generation\Processes\West Phoenix,Capacity Credit,output
3009,Transformation\Electricity generation\Processes\West Phoenix,Endogenous Capacity,output
3010,Transformation\Electricity generation\Processes\West Phoenix,Merit Order,output
3011,Transformation\Electricity generation\Processes\West Phoenix,First Simulation Year,output
3012,Transformation\Electricity generation\Processes\West Phoenix,Historical Production,output
3013,Transformation\Electricity generation\Processes\West Phoenix,Process Efficiency,output
3014,Transformation\Electricity generation\Processes\West Phoenix,Outputs by Output Fuel,output
3015,Transformation\Electricity generation\Processes\West Phoenix,Outputs by Feedstock Fuel,output
3016,Transformation\Electricity generation\Processes\West Phoenix,Inputs,output
3017,Transformation\Electricity generation\Processes\West Phoenix,Capacity,output
3018,Transformation\Electricity generation\Processes\West Phoenix,Capacity Added,output
3019,Transformation\Electricity generation\Processes\West Phoenix,Capacity Retired,output
3020,Transformation\Electricity generation\Processes\West Phoenix,Efficiency,output
3021,Transformation\Electricity generation\Processes\West Phoenix,Actual Availability,output
3022,Transformation\Electricity generation\Processes\West Phoenix,Average Power Dispatched,output
3023,Transformation\Electricity generation\Processes\West Phoenix,Twenty Year GWP Direct At Point of Emissions,output
3024,Transformation\Electricity generation\Processes\West Phoenix,One_Hundred Year GWP Direct At Point of Emissions,output
3025,Transformation\Electricity generation\Processes\West Phoenix,Five_Hundred Year GWP Direct At Point of Emissions,output
3026,Transformation\Electricity generation\Processes\West Phoenix,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3027,Transformation\Electricity generation\Processes\West Phoenix,One_Hundred Year GWP Indirect Allocated to Demands,output
3028,Transformation\Electricity generation\Processes\West Phoenix,Pollutant Loadings,output
3029,Transformation\Electricity generation\Processes\Gila River,Dispatch Rule,output
3030,Transformation\Electricity generation\Processes\Gila River,Exogenous Capacity,output
3031,Transformation\Electricity generation\Processes\Gila River,Maximum Availability,output
3032,Transformation\Electricity generation\Processes\Gila River,Capacity Credit,output
3033,Transformation\Electricity generation\Processes\Gila River,Endogenous Capacity,output
3034,Transformation\Electricity generation\Processes\Gila River,Merit Order,output
3035,Transformation\Electricity generation\Processes\Gila River,First Simulation Year,output
3036,Transformation\Electricity generation\Processes\Gila River,Historical Production,output
3037,Transformation\Electricity generation\Processes\Gila River,Process Efficiency,output
3038,Transformation\Electricity generation\Processes\Gila River,Outputs by Output Fuel,output
3039,Transformation\Electricity generation\Processes\Gila River,Outputs by Feedstock Fuel,output
3040,Transformation\Electricity generation\Processes\Gila River,Inputs,output
3041,Transformation\Electricity generation\Processes\Gila River,Capacity,output
3042,Transformation\Electricity generation\Processes\Gila River,Capacity Added,output
3043,Transformation\Electricity generation\Processes\Gila River,Capacity Retired,output
3044,Transformation\Electricity generation\Processes\Gila River,Efficiency,output
3045,Transformation\Electricity generation\Processes\Gila River,Actual Availability,output
3046,Transformation\Electricity generation\Processes\Gila River,Average Power Dispatched,output
3047,Transformation\Electricity generation\Processes\Gila River,Twenty Year GWP Direct At Point of Emissions,output
3048,Transformation\Electricity generation\Processes\Gila River,One_Hundred Year GWP Direct At Point of Emissions,output
3049,Transformation\Electricity generation\Processes\Gila River,Five_Hundred Year GWP Direct At Point of Emissions,output
3050,Transformation\Electricity generation\Processes\Gila River,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3051,Transformation\Electricity generation\Processes\Gila River,One_Hundred Year GWP Indirect Allocated to Demands,output
3052,Transformation\Electricity generation\Processes\Gila River,Pollutant Loadings,output
3053,Transformation\Electricity generation\Processes\Redhawk,Dispatch Rule,output
3054,Transformation\Electricity generation\Processes\Redhawk,Exogenous Capacity,output
3055,Transformation\Electricity generation\Processes\Redhawk,Maximum Availability,output
3056,Transformation\Electricity generation\Processes\Redhawk,Capacity Credit,output
3057,Transformation\Electricity generation\Processes\Redhawk,Endogenous Capacity,output
3058,Transformation\Electricity generation\Processes\Redhawk,Merit Order,output
3059,Transformation\Electricity generation\Processes\Redhawk,First Simulation Year,output
3060,Transformation\Electricity generation\Processes\Redhawk,Historical Production,output
3061,Transformation\Electricity generation\Processes\Redhawk,Process Efficiency,output
3062,Transformation\Electricity generation\Processes\Redhawk,Outputs by Output Fuel,output
3063,Transformation\Electricity generation\Processes\Redhawk,Outputs by Feedstock Fuel,output
3064,Transformation\Electricity generation\Processes\Redhawk,Inputs,output
3065,Transformation\Electricity generation\Processes\Redhawk,Capacity,output
3066,Transformation\Electricity generation\Processes\Redhawk,Capacity Added,output
3067,Transformation\Electricity generation\Processes\Redhawk,Capacity Retired,output
3068,Transformation\Electricity generation\Processes\Redhawk,Efficiency,output
3069,Transformation\Electricity generation\Processes\Redhawk,Actual Availability,output
3070,Transformation\Electricity generation\Processes\Redhawk,Average Power Dispatched,output
3071,Transformation\Electricity generation\Processes\Redhawk,Twenty Year GWP Direct At Point of Emissions,output
3072,Transformation\Electricity generation\Processes\Redhawk,One_Hundred Year GWP Direct At Point of Emissions,output
3073,Transformation\Electricity generation\Processes\Redhawk,Five_Hundred Year GWP Direct At Point of Emissions,output
3074,Transformation\Electricity generation\Processes\Redhawk,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3075,Transformation\Electricity generation\Processes\Redhawk,One_Hundred Year GWP Indirect Allocated to Demands,output
3076,Transformation\Electricity generation\Processes\Redhawk,Pollutant Loadings,output
3077,Transformation\Electricity generation\Processes\Arlington Valley,Dispatch Rule,output
3078,Transformation\Electricity generation\Processes\Arlington Valley,Exogenous Capacity,output
3079,Transformation\Electricity generation\Processes\Arlington Valley,Maximum Availability,output
3080,Transformation\Electricity generation\Processes\Arlington Valley,Capacity Credit,output
3081,Transformation\Electricity generation\Processes\Arlington Valley,Endogenous Capacity,output
3082,Transformation\Electricity generation\Processes\Arlington Valley,Merit Order,output
3083,Transformation\Electricity generation\Processes\Arlington Valley,First Simulation Year,output
3084,Transformation\Electricity generation\Processes\Arlington Valley,Historical Production,output
3085,Transformation\Electricity generation\Processes\Arlington Valley,Process Efficiency,output
3086,Transformation\Electricity generation\Processes\Arlington Valley,Outputs by Output Fuel,output
3087,Transformation\Electricity generation\Processes\Arlington Valley,Outputs by Feedstock Fuel,output
3088,Transformation\Electricity generation\Processes\Arlington Valley,Inputs,output
3089,Transformation\Electricity generation\Processes\Arlington Valley,Capacity,output
3090,Transformation\Electricity generation\Processes\Arlington Valley,Capacity Added,output
3091,Transformation\Electricity generation\Processes\Arlington Valley,Capacity Retired,output
3092,Transformation\Electricity generation\Processes\Arlington Valley,Efficiency,output
3093,Transformation\Electricity generation\Processes\Arlington Valley,Actual Availability,output
3094,Transformation\Electricity generation\Processes\Arlington Valley,Average Power Dispatched,output
3095,Transformation\Electricity generation\Processes\Arlington Valley,Twenty Year GWP Direct At Point of Emissions,output
3096,Transformation\Electricity generation\Processes\Arlington Valley,One_Hundred Year GWP Direct At Point of Emissions,output
3097,Transformation\Electricity generation\Processes\Arlington Valley,Five_Hundred Year GWP Direct At Point of Emissions,output
3098,Transformation\Electricity generation\Processes\Arlington Valley,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3099,Transformation\Electricity generation\Processes\Arlington Valley,One_Hundred Year GWP Indirect Allocated to Demands,output
3100,Transformation\Electricity generation\Processes\Arlington Valley,Pollutant Loadings,output
3101,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Dispatch Rule,output
3102,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Exogenous Capacity,output
3103,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Maximum Availability,output
3104,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Capacity Credit,output
3105,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Endogenous Capacity,output
3106,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Merit Order,output
3107,Transformation\Electricity generation\Processes\Palo Verde Generating Station,First Simulation Year,output
3108,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Historical Production,output
3109,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Process Efficiency,output
3110,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Outputs by Output Fuel,output
3111,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Outputs by Feedstock Fuel,output
3112,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Inputs,output
3113,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Capacity,output
3114,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Capacity Added,output
3115,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Capacity Retired,output
3116,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Efficiency,output
3117,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Actual Availability,output
3118,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Average Power Dispatched,output
3119,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Twenty Year GWP Direct At Point of Emissions,output
3120,Transformation\Electricity generation\Processes\Palo Verde Generating Station,One_Hundred Year GWP Direct At Point of Emissions,output
3121,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Five_Hundred Year GWP Direct At Point of Emissions,output
3122,Transformation\Electricity generation\Processes\Palo Verde Generating Station,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3123,Transformation\Electricity generation\Processes\Palo Verde Generating Station,One_Hundred Year GWP Indirect Allocated to Demands,output
3124,Transformation\Electricity generation\Processes\Palo Verde Generating Station,Pollutant Loadings,output
3125,Transformation\Electricity generation\Processes\Coolidge Generating Station,Dispatch Rule,output
3126,Transformation\Electricity generation\Processes\Coolidge Generating Station,Exogenous Capacity,output
3127,Transformation\Electricity generation\Processes\Coolidge Generating Station,Maximum Availability,output
3128,Transformation\Electricity generation\Processes\Coolidge Generating Station,Capacity Credit,output
3129,Transformation\Electricity generation\Processes\Coolidge Generating Station,Endogenous Capacity,output
3130,Transformation\Electricity generation\Processes\Coolidge Generating Station,Merit Order,output
3131,Transformation\Electricity generation\Processes\Coolidge Generating Station,First Simulation Year,output
3132,Transformation\Electricity generation\Processes\Coolidge Generating Station,Historical Production,output
3133,Transformation\Electricity generation\Processes\Coolidge Generating Station,Process Efficiency,output
3134,Transformation\Electricity generation\Processes\Coolidge Generating Station,Outputs by Output Fuel,output
3135,Transformation\Electricity generation\Processes\Coolidge Generating Station,Outputs by Feedstock Fuel,output
3136,Transformation\Electricity generation\Processes\Coolidge Generating Station,Inputs,output
3137,Transformation\Electricity generation\Processes\Coolidge Generating Station,Capacity,output
3138,Transformation\Electricity generation\Processes\Coolidge Generating Station,Capacity Added,output
3139,Transformation\Electricity generation\Processes\Coolidge Generating Station,Capacity Retired,output
3140,Transformation\Electricity generation\Processes\Coolidge Generating Station,Efficiency,output
3141,Transformation\Electricity generation\Processes\Coolidge Generating Station,Actual Availability,output
3142,Transformation\Electricity generation\Processes\Coolidge Generating Station,Average Power Dispatched,output
3143,Transformation\Electricity generation\Processes\Coolidge Generating Station,Twenty Year GWP Direct At Point of Emissions,output
3144,Transformation\Electricity generation\Processes\Coolidge Generating Station,One_Hundred Year GWP Direct At Point of Emissions,output
3145,Transformation\Electricity generation\Processes\Coolidge Generating Station,Five_Hundred Year GWP Direct At Point of Emissions,output
3146,Transformation\Electricity generation\Processes\Coolidge Generating Station,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
3147,Transformation\Electricity generation\Processes\Coolidge Generating Station,One_Hundred Year GWP Indirect Allocated to Demands,output
3148,Transformation\Electricity generation\Processes\Coolidge Generating Station,Pollutant Loadings,output
3149,Transformation\Electricity generation\Processes\Mesquite Generating Station Block 1,Dispatch Rule,output
3150,Transformation\Electricity generation\Processes\Mesquite Generating Station Block 1,Exogenous Capacity,output
3151,Transformation\Electricity generation\Processes\Mesquite Generating Station Block 1,Maximum Availability,output
