WEAP Variables,,,
,branch,variable-name,type
2185,Demand Sites and Catchments\Roosevelt_Water_Consertation\Sorghum_silage,Effective Precipitation,input
2186,Demand Sites and Catchments\Roosevelt_Water_Consertation\Sorghum_silage,Fraction Covered,input
2187,Demand Sites and Catchments\Roosevelt_Water_Consertation\Sorghum_silage,Direct Recharge to GW,input
2188,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Area,input
2189,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Potential Yield,input
2190,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Irrigation Schedule,input
2191,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Market Price,input
2192,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Fraction Wetted,input
2193,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Total Soil Thickness,input
2194,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Irrigation Efficiency,input
2195,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Loss to Groundwater,input
2196,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Soil Water Capacity,input
2197,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Loss to Runoff,input
2198,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Minimum Depth,input
2199,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Target Depth,input
2200,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Maximum Infiltration Rate,input
2201,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Release Requirement,input
2202,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Maximum Percolation Rate,input
2203,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Effective Precipitation,input
2204,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Fraction Covered,input
2205,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Direct Recharge to GW,input
2206,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Area,input
2207,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Potential Yield,input
2208,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Irrigation Schedule,input
2209,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Market Price,input
2210,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Fraction Wetted,input
2211,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Total Soil Thickness,input
2212,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Irrigation Efficiency,input
2213,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Loss to Groundwater,input
2214,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Soil Water Capacity,input
2215,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Loss to Runoff,input
2216,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Minimum Depth,input
2217,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Target Depth,input
2218,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Maximum Infiltration Rate,input
2219,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Release Requirement,input
2220,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Maximum Percolation Rate,input
2221,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Effective Precipitation,input
2222,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Fraction Covered,input
2223,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Direct Recharge to GW,input
2224,Demand Sites and Catchments\Municipal,Demand Priority,input
2225,Demand Sites and Catchments\Municipal,Annual Activity Level,input
2226,Demand Sites and Catchments\Municipal,Annual Water Use Rate,input
2227,Demand Sites and Catchments\Municipal,Monthly Variation,input
2228,Demand Sites and Catchments\Municipal,Loss Rate,input
2229,Demand Sites and Catchments\Municipal,Consumption,input
2230,Demand Sites and Catchments\Municipal,DSM Savings,input
2231,Demand Sites and Catchments\Municipal,Reuse Rate,input
2232,Demand Sites and Catchments\Municipal,DSM Cost,input
2233,Demand Sites and Catchments\Municipal,Capital Costs,input
2234,Demand Sites and Catchments\Municipal,Fixed Operating Costs,input
2235,Demand Sites and Catchments\Municipal,Variable Operating Costs,input
2236,Demand Sites and Catchments\Municipal,Fixed Benefits,input
2237,Demand Sites and Catchments\Municipal,Variable Benefits,input
2238,Demand Sites and Catchments\Queen_Creek,Demand Priority,input
2239,Demand Sites and Catchments\Queen_Creek,Area,input
2240,Demand Sites and Catchments\Queen_Creek,Precipitation,input
2241,Demand Sites and Catchments\Queen_Creek,Min Temperature,input
2242,Demand Sites and Catchments\Queen_Creek,Max Temperature,input
2243,Demand Sites and Catchments\Queen_Creek,Min Humidity,input
2244,Demand Sites and Catchments\Queen_Creek,Max Humidity,input
2245,Demand Sites and Catchments\Queen_Creek,Average Humidity,input
2246,Demand Sites and Catchments\Queen_Creek,Irrigation Use of Runoff,input
2247,Demand Sites and Catchments\Queen_Creek,Wind,input
2248,Demand Sites and Catchments\Queen_Creek,Solar Radiation,input
2249,Demand Sites and Catchments\Queen_Creek,Sunshine Hours,input
2250,Demand Sites and Catchments\Queen_Creek,Cloudiness Fraction,input
2251,Demand Sites and Catchments\Queen_Creek,Krs,input
2252,Demand Sites and Catchments\Queen_Creek,Capital Costs,input
2253,Demand Sites and Catchments\Queen_Creek,Fixed Operating Costs,input
2254,Demand Sites and Catchments\Queen_Creek,Variable Operating Costs,input
2255,Demand Sites and Catchments\Queen_Creek,Fixed Benefits,input
2256,Demand Sites and Catchments\Queen_Creek,Variable Benefits,input
2257,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Area,input
2258,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Potential Yield,input
2259,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation Schedule,input
2260,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Market Price,input
2261,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Fraction Wetted,input
2262,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Total Soil Thickness,input
2263,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation Efficiency,input
2264,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Loss to Groundwater,input
2265,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Soil Water Capacity,input
2266,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Loss to Runoff,input
2267,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Minimum Depth,input
2268,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Target Depth,input
2269,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Maximum Infiltration Rate,input
2270,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Release Requirement,input
2271,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Maximum Percolation Rate,input
2272,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Effective Precipitation,input
2273,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Fraction Covered,input
2274,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Direct Recharge to GW,input
2275,Demand Sites and Catchments\Queen_Creek\Corn_grain,Area,input
2276,Demand Sites and Catchments\Queen_Creek\Corn_grain,Potential Yield,input
2277,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation Schedule,input
2278,Demand Sites and Catchments\Queen_Creek\Corn_grain,Market Price,input
2279,Demand Sites and Catchments\Queen_Creek\Corn_grain,Fraction Wetted,input
2280,Demand Sites and Catchments\Queen_Creek\Corn_grain,Total Soil Thickness,input
2281,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation Efficiency,input
2282,Demand Sites and Catchments\Queen_Creek\Corn_grain,Loss to Groundwater,input
2283,Demand Sites and Catchments\Queen_Creek\Corn_grain,Soil Water Capacity,input
2284,Demand Sites and Catchments\Queen_Creek\Corn_grain,Loss to Runoff,input
2285,Demand Sites and Catchments\Queen_Creek\Corn_grain,Minimum Depth,input
2286,Demand Sites and Catchments\Queen_Creek\Corn_grain,Target Depth,input
2287,Demand Sites and Catchments\Queen_Creek\Corn_grain,Maximum Infiltration Rate,input
2288,Demand Sites and Catchments\Queen_Creek\Corn_grain,Release Requirement,input
2289,Demand Sites and Catchments\Queen_Creek\Corn_grain,Maximum Percolation Rate,input
2290,Demand Sites and Catchments\Queen_Creek\Corn_grain,Effective Precipitation,input
2291,Demand Sites and Catchments\Queen_Creek\Corn_grain,Fraction Covered,input
2292,Demand Sites and Catchments\Queen_Creek\Corn_grain,Direct Recharge to GW,input
2293,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Area,input
2294,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Potential Yield,input
2295,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation Schedule,input
2296,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Market Price,input
2297,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Fraction Wetted,input
2298,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Total Soil Thickness,input
2299,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation Efficiency,input
2300,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Loss to Groundwater,input
2301,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Soil Water Capacity,input
2302,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Loss to Runoff,input
2303,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Minimum Depth,input
2304,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Target Depth,input
2305,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Maximum Infiltration Rate,input
2306,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Release Requirement,input
2307,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Maximum Percolation Rate,input
2308,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Effective Precipitation,input
2309,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Fraction Covered,input
2310,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Direct Recharge to GW,input
2311,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Area,input
2312,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Potential Yield,input
2313,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Irrigation Schedule,input
2314,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Market Price,input
2315,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Fraction Wetted,input
2316,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Total Soil Thickness,input
2317,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Irrigation Efficiency,input
2318,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Loss to Groundwater,input
2319,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Soil Water Capacity,input
2320,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Loss to Runoff,input
2321,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Minimum Depth,input
2322,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Target Depth,input
2323,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Maximum Infiltration Rate,input
2324,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Release Requirement,input
2325,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Maximum Percolation Rate,input
2326,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Effective Precipitation,input
2327,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Fraction Covered,input
2328,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Direct Recharge to GW,input
2329,Demand Sites and Catchments\Queen_Creek\Potatoes,Area,input
2330,Demand Sites and Catchments\Queen_Creek\Potatoes,Potential Yield,input
2331,Demand Sites and Catchments\Queen_Creek\Potatoes,Irrigation Schedule,input
2332,Demand Sites and Catchments\Queen_Creek\Potatoes,Market Price,input
2333,Demand Sites and Catchments\Queen_Creek\Potatoes,Fraction Wetted,input
2334,Demand Sites and Catchments\Queen_Creek\Potatoes,Total Soil Thickness,input
2335,Demand Sites and Catchments\Queen_Creek\Potatoes,Irrigation Efficiency,input
2336,Demand Sites and Catchments\Queen_Creek\Potatoes,Loss to Groundwater,input
2337,Demand Sites and Catchments\Queen_Creek\Potatoes,Soil Water Capacity,input
2338,Demand Sites and Catchments\Queen_Creek\Potatoes,Loss to Runoff,input
2339,Demand Sites and Catchments\Queen_Creek\Potatoes,Minimum Depth,input
2340,Demand Sites and Catchments\Queen_Creek\Potatoes,Target Depth,input
2341,Demand Sites and Catchments\Queen_Creek\Potatoes,Maximum Infiltration Rate,input
2342,Demand Sites and Catchments\Queen_Creek\Potatoes,Release Requirement,input
2343,Demand Sites and Catchments\Queen_Creek\Potatoes,Maximum Percolation Rate,input
2344,Demand Sites and Catchments\Queen_Creek\Potatoes,Effective Precipitation,input
2345,Demand Sites and Catchments\Queen_Creek\Potatoes,Fraction Covered,input
2346,Demand Sites and Catchments\Queen_Creek\Potatoes,Direct Recharge to GW,input
2347,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Area,input
2348,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Potential Yield,input
2349,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Irrigation Schedule,input
2350,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Market Price,input
2351,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Fraction Wetted,input
2352,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Total Soil Thickness,input
2353,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Irrigation Efficiency,input
2354,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Loss to Groundwater,input
2355,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Soil Water Capacity,input
2356,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Loss to Runoff,input
2357,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Minimum Depth,input
2358,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Target Depth,input
2359,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Maximum Infiltration Rate,input
2360,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Release Requirement,input
2361,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Maximum Percolation Rate,input
2362,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Effective Precipitation,input
2363,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Fraction Covered,input
2364,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Direct Recharge to GW,input
2365,Demand Sites and Catchments\Queen_Creek\Cotton,Area,input
2366,Demand Sites and Catchments\Queen_Creek\Cotton,Potential Yield,input
2367,Demand Sites and Catchments\Queen_Creek\Cotton,Irrigation Schedule,input
2368,Demand Sites and Catchments\Queen_Creek\Cotton,Market Price,input
2369,Demand Sites and Catchments\Queen_Creek\Cotton,Fraction Wetted,input
2370,Demand Sites and Catchments\Queen_Creek\Cotton,Total Soil Thickness,input
2371,Demand Sites and Catchments\Queen_Creek\Cotton,Irrigation Efficiency,input
2372,Demand Sites and Catchments\Queen_Creek\Cotton,Loss to Groundwater,input
2373,Demand Sites and Catchments\Queen_Creek\Cotton,Soil Water Capacity,input
2374,Demand Sites and Catchments\Queen_Creek\Cotton,Loss to Runoff,input
2375,Demand Sites and Catchments\Queen_Creek\Cotton,Minimum Depth,input
2376,Demand Sites and Catchments\Queen_Creek\Cotton,Target Depth,input
2377,Demand Sites and Catchments\Queen_Creek\Cotton,Maximum Infiltration Rate,input
2378,Demand Sites and Catchments\Queen_Creek\Cotton,Release Requirement,input
2379,Demand Sites and Catchments\Queen_Creek\Cotton,Maximum Percolation Rate,input
2380,Demand Sites and Catchments\Queen_Creek\Cotton,Effective Precipitation,input
2381,Demand Sites and Catchments\Queen_Creek\Cotton,Fraction Covered,input
2382,Demand Sites and Catchments\Queen_Creek\Cotton,Direct Recharge to GW,input
2383,Demand Sites and Catchments\Queen_Creek\Barley,Area,input
2384,Demand Sites and Catchments\Queen_Creek\Barley,Potential Yield,input
2385,Demand Sites and Catchments\Queen_Creek\Barley,Irrigation Schedule,input
2386,Demand Sites and Catchments\Queen_Creek\Barley,Market Price,input
2387,Demand Sites and Catchments\Queen_Creek\Barley,Fraction Wetted,input
2388,Demand Sites and Catchments\Queen_Creek\Barley,Total Soil Thickness,input
2389,Demand Sites and Catchments\Queen_Creek\Barley,Irrigation Efficiency,input
2390,Demand Sites and Catchments\Queen_Creek\Barley,Loss to Groundwater,input
2391,Demand Sites and Catchments\Queen_Creek\Barley,Soil Water Capacity,input
2392,Demand Sites and Catchments\Queen_Creek\Barley,Loss to Runoff,input
2393,Demand Sites and Catchments\Queen_Creek\Barley,Minimum Depth,input
2394,Demand Sites and Catchments\Queen_Creek\Barley,Target Depth,input
2395,Demand Sites and Catchments\Queen_Creek\Barley,Maximum Infiltration Rate,input
2396,Demand Sites and Catchments\Queen_Creek\Barley,Release Requirement,input
2397,Demand Sites and Catchments\Queen_Creek\Barley,Maximum Percolation Rate,input
2398,Demand Sites and Catchments\Queen_Creek\Barley,Effective Precipitation,input
2399,Demand Sites and Catchments\Queen_Creek\Barley,Fraction Covered,input
2400,Demand Sites and Catchments\Queen_Creek\Barley,Direct Recharge to GW,input
2401,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Area,input
2402,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Potential Yield,input
2403,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Irrigation Schedule,input
2404,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Market Price,input
2405,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Fraction Wetted,input
2406,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Total Soil Thickness,input
2407,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Irrigation Efficiency,input
2408,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Loss to Groundwater,input
2409,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Soil Water Capacity,input
2410,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Loss to Runoff,input
2411,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Minimum Depth,input
2412,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Target Depth,input
2413,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Maximum Infiltration Rate,input
2414,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Release Requirement,input
2415,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Maximum Percolation Rate,input
2416,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Effective Precipitation,input
2417,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Fraction Covered,input
2418,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Direct Recharge to GW,input
2419,Demand Sites and Catchments\Queen_Creek\Other_Hay,Area,input
2420,Demand Sites and Catchments\Queen_Creek\Other_Hay,Potential Yield,input
2421,Demand Sites and Catchments\Queen_Creek\Other_Hay,Irrigation Schedule,input
2422,Demand Sites and Catchments\Queen_Creek\Other_Hay,Market Price,input
2423,Demand Sites and Catchments\Queen_Creek\Other_Hay,Fraction Wetted,input
2424,Demand Sites and Catchments\Queen_Creek\Other_Hay,Total Soil Thickness,input
2425,Demand Sites and Catchments\Queen_Creek\Other_Hay,Irrigation Efficiency,input
2426,Demand Sites and Catchments\Queen_Creek\Other_Hay,Loss to Groundwater,input
2427,Demand Sites and Catchments\Queen_Creek\Other_Hay,Soil Water Capacity,input
2428,Demand Sites and Catchments\Queen_Creek\Other_Hay,Loss to Runoff,input
2429,Demand Sites and Catchments\Queen_Creek\Other_Hay,Minimum Depth,input
2430,Demand Sites and Catchments\Queen_Creek\Other_Hay,Target Depth,input
2431,Demand Sites and Catchments\Queen_Creek\Other_Hay,Maximum Infiltration Rate,input
2432,Demand Sites and Catchments\Queen_Creek\Other_Hay,Release Requirement,input
2433,Demand Sites and Catchments\Queen_Creek\Other_Hay,Maximum Percolation Rate,input
2434,Demand Sites and Catchments\Queen_Creek\Other_Hay,Effective Precipitation,input
2435,Demand Sites and Catchments\Queen_Creek\Other_Hay,Fraction Covered,input
2436,Demand Sites and Catchments\Queen_Creek\Other_Hay,Direct Recharge to GW,input
2437,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Area,input
2438,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Potential Yield,input
2439,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Irrigation Schedule,input
2440,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Market Price,input
2441,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Fraction Wetted,input
2442,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Total Soil Thickness,input
2443,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Irrigation Efficiency,input
2444,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Loss to Groundwater,input
2445,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Soil Water Capacity,input
2446,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Loss to Runoff,input
2447,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Minimum Depth,input
2448,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Target Depth,input
2449,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Maximum Infiltration Rate,input
2450,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Release Requirement,input
2451,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Maximum Percolation Rate,input
2452,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Effective Precipitation,input
2453,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Fraction Covered,input
2454,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Direct Recharge to GW,input
2455,Demand Sites and Catchments\Queen_Creek\Corn_silage,Area,input
2456,Demand Sites and Catchments\Queen_Creek\Corn_silage,Potential Yield,input
2457,Demand Sites and Catchments\Queen_Creek\Corn_silage,Irrigation Schedule,input
2458,Demand Sites and Catchments\Queen_Creek\Corn_silage,Market Price,input
2459,Demand Sites and Catchments\Queen_Creek\Corn_silage,Fraction Wetted,input
2460,Demand Sites and Catchments\Queen_Creek\Corn_silage,Total Soil Thickness,input
2461,Demand Sites and Catchments\Queen_Creek\Corn_silage,Irrigation Efficiency,input
2462,Demand Sites and Catchments\Queen_Creek\Corn_silage,Loss to Groundwater,input
2463,Demand Sites and Catchments\Queen_Creek\Corn_silage,Soil Water Capacity,input
2464,Demand Sites and Catchments\Queen_Creek\Corn_silage,Loss to Runoff,input
2465,Demand Sites and Catchments\Queen_Creek\Corn_silage,Minimum Depth,input
2466,Demand Sites and Catchments\Queen_Creek\Corn_silage,Target Depth,input
2467,Demand Sites and Catchments\Queen_Creek\Corn_silage,Maximum Infiltration Rate,input
2468,Demand Sites and Catchments\Queen_Creek\Corn_silage,Release Requirement,input
2469,Demand Sites and Catchments\Queen_Creek\Corn_silage,Maximum Percolation Rate,input
2470,Demand Sites and Catchments\Queen_Creek\Corn_silage,Effective Precipitation,input
2471,Demand Sites and Catchments\Queen_Creek\Corn_silage,Fraction Covered,input
2472,Demand Sites and Catchments\Queen_Creek\Corn_silage,Direct Recharge to GW,input
2473,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Area,input
2474,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Potential Yield,input
2475,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Irrigation Schedule,input
2476,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Market Price,input
2477,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Fraction Wetted,input
2478,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Total Soil Thickness,input
2479,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Irrigation Efficiency,input
2480,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Loss to Groundwater,input
2481,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Soil Water Capacity,input
2482,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Loss to Runoff,input
2483,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Minimum Depth,input
2484,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Target Depth,input
2485,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Maximum Infiltration Rate,input
2486,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Release Requirement,input
2487,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Maximum Percolation Rate,input
2488,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Effective Precipitation,input
2489,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Fraction Covered,input
2490,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Direct Recharge to GW,input
2491,Demand Sites and Catchments\Queen_Creek\VegFruit,Area,input
2492,Demand Sites and Catchments\Queen_Creek\VegFruit,Potential Yield,input
2493,Demand Sites and Catchments\Queen_Creek\VegFruit,Irrigation Schedule,input
2494,Demand Sites and Catchments\Queen_Creek\VegFruit,Market Price,input
2495,Demand Sites and Catchments\Queen_Creek\VegFruit,Fraction Wetted,input
2496,Demand Sites and Catchments\Queen_Creek\VegFruit,Total Soil Thickness,input
2497,Demand Sites and Catchments\Queen_Creek\VegFruit,Irrigation Efficiency,input
2498,Demand Sites and Catchments\Queen_Creek\VegFruit,Loss to Groundwater,input
2499,Demand Sites and Catchments\Queen_Creek\VegFruit,Soil Water Capacity,input
2500,Demand Sites and Catchments\Queen_Creek\VegFruit,Loss to Runoff,input
2501,Demand Sites and Catchments\Queen_Creek\VegFruit,Minimum Depth,input
2502,Demand Sites and Catchments\Queen_Creek\VegFruit,Target Depth,input
2503,Demand Sites and Catchments\Queen_Creek\VegFruit,Maximum Infiltration Rate,input
2504,Demand Sites and Catchments\Queen_Creek\VegFruit,Release Requirement,input
2505,Demand Sites and Catchments\Queen_Creek\VegFruit,Maximum Percolation Rate,input
2506,Demand Sites and Catchments\Queen_Creek\VegFruit,Effective Precipitation,input
2507,Demand Sites and Catchments\Queen_Creek\VegFruit,Fraction Covered,input
2508,Demand Sites and Catchments\Queen_Creek\VegFruit,Direct Recharge to GW,input
2509,Demand Sites and Catchments\Power Plant,Demand Priority,input
2510,Demand Sites and Catchments\Power Plant,Annual Activity Level,input
2511,Demand Sites and Catchments\Power Plant,Annual Water Use Rate,input
2512,Demand Sites and Catchments\Power Plant,Monthly Variation,input
2513,Demand Sites and Catchments\Power Plant,Loss Rate,input
2514,Demand Sites and Catchments\Power Plant,Consumption,input
2515,Demand Sites and Catchments\Power Plant,DSM Savings,input
2516,Demand Sites and Catchments\Power Plant,Reuse Rate,input
2517,Demand Sites and Catchments\Power Plant,DSM Cost,input
2518,Demand Sites and Catchments\Power Plant,Capital Costs,input
2519,Demand Sites and Catchments\Power Plant,Fixed Operating Costs,input
2520,Demand Sites and Catchments\Power Plant,Variable Operating Costs,input
2521,Demand Sites and Catchments\Power Plant,Fixed Benefits,input
2522,Demand Sites and Catchments\Power Plant,Variable Benefits,input
2523,Demand Sites and Catchments\Industrial,Demand Priority,input
2524,Demand Sites and Catchments\Industrial,Annual Activity Level,input
2525,Demand Sites and Catchments\Industrial,Annual Water Use Rate,input
2526,Demand Sites and Catchments\Industrial,Monthly Variation,input
2527,Demand Sites and Catchments\Industrial,Loss Rate,input
2528,Demand Sites and Catchments\Industrial,Consumption,input
2529,Demand Sites and Catchments\Industrial,DSM Savings,input
