WEAP Variables,,,
,branch,variable-name,type
5866,Demand Sites and Catchments\Buckeye\Sorghum_grain,Bucket 2 Field Capacity,output
5867,Demand Sites and Catchments\Buckeye\Sorghum_grain,Bucket 2 Maximum Saturation,output
5868,Demand Sites and Catchments\Buckeye\Sorghum_grain,Bucket 2 Current Saturation,output
5869,Demand Sites and Catchments\Buckeye\Sorghum_grain,Irrigation Daily,output
5870,Demand Sites and Catchments\Buckeye\Sorghum_grain,Decrease in Soil Moisture Daily,output
5871,Demand Sites and Catchments\Buckeye\Sorghum_grain,Increase in Soil Moisture Daily,output
5872,Demand Sites and Catchments\Buckeye\Sorghum_grain,Surface Runoff Daily,output
5873,Demand Sites and Catchments\Buckeye\Sorghum_grain,Flow to Groundwater Daily,output
5874,Demand Sites and Catchments\Buckeye\Sorghum_grain,Daily Evaporation,output
5875,Demand Sites and Catchments\Buckeye\Sorghum_grain,Daily Transpiration,output
5876,Demand Sites and Catchments\Buckeye\Sorghum_grain,Decrease in Soil Moisture,output
5877,Demand Sites and Catchments\Buckeye\Sorghum_grain,Increase in Soil Moisture,output
5878,Demand Sites and Catchments\Buckeye\Sorghum_grain,Decrease in Surface Storage,output
5879,Demand Sites and Catchments\Buckeye\Sorghum_grain,Increase in Surface Storage,output
5880,Demand Sites and Catchments\Buckeye\Sorghum_grain,Daily Flow Through Release,output
5881,Demand Sites and Catchments\Buckeye\Sorghum_grain,Decrease in Surface Storage Daily,output
5882,Demand Sites and Catchments\Buckeye\Sorghum_grain,Increase in Surface Storage Daily,output
5883,Demand Sites and Catchments\Buckeye\Sorghum_grain,Theoretical Catchment Irrigation Demand,output
5884,Demand Sites and Catchments\Buckeye\Sorghum_grain,Annual Theoretical Catchment Irrigation Shortfall,output
5885,Demand Sites and Catchments\Buckeye\Potatoes,Water Demand,output
5886,Demand Sites and Catchments\Buckeye\Potatoes,Supply Requirement,output
5887,Demand Sites and Catchments\Buckeye\Potatoes,ET Actual,output
5888,Demand Sites and Catchments\Buckeye\Potatoes,ET Actual Depth Daily,output
5889,Demand Sites and Catchments\Buckeye\Potatoes,Area Calculated,output
5890,Demand Sites and Catchments\Buckeye\Potatoes,Evapotranspiration,output
5891,Demand Sites and Catchments\Buckeye\Potatoes,Flow to Groundwater,output
5892,Demand Sites and Catchments\Buckeye\Potatoes,ET Potential Depth Daily,output
5893,Demand Sites and Catchments\Buckeye\Potatoes,Daily Kc Potential,output
5894,Demand Sites and Catchments\Buckeye\Potatoes,Daily Kc Actual,output
5895,Demand Sites and Catchments\Buckeye\Potatoes,Annual Crop Production,output
5896,Demand Sites and Catchments\Buckeye\Potatoes,Annual Market Value,output
5897,Demand Sites and Catchments\Buckeye\Potatoes,Surface Runoff,output
5898,Demand Sites and Catchments\Buckeye\Potatoes,Irrigation,output
5899,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Wilt Point Depth,output
5900,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Field Capacity Depth,output
5901,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Maximum Saturation Depth,output
5902,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Current Saturation Depth,output
5903,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Wilt Point Depth,output
5904,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Field Capacity Depth,output
5905,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Maximum Saturation Depth,output
5906,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Current Saturation Depth,output
5907,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Readily Available Water Depth,output
5908,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Wilt Point,output
5909,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Field Capacity,output
5910,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Maximum Saturation,output
5911,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Readily Available Water,output
5912,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 1 Current Saturation,output
5913,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Wilt Point,output
5914,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Field Capacity,output
5915,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Maximum Saturation,output
5916,Demand Sites and Catchments\Buckeye\Potatoes,Bucket 2 Current Saturation,output
5917,Demand Sites and Catchments\Buckeye\Potatoes,Irrigation Daily,output
5918,Demand Sites and Catchments\Buckeye\Potatoes,Decrease in Soil Moisture Daily,output
5919,Demand Sites and Catchments\Buckeye\Potatoes,Increase in Soil Moisture Daily,output
5920,Demand Sites and Catchments\Buckeye\Potatoes,Surface Runoff Daily,output
5921,Demand Sites and Catchments\Buckeye\Potatoes,Flow to Groundwater Daily,output
5922,Demand Sites and Catchments\Buckeye\Potatoes,Daily Evaporation,output
5923,Demand Sites and Catchments\Buckeye\Potatoes,Daily Transpiration,output
5924,Demand Sites and Catchments\Buckeye\Potatoes,Decrease in Soil Moisture,output
5925,Demand Sites and Catchments\Buckeye\Potatoes,Increase in Soil Moisture,output
5926,Demand Sites and Catchments\Buckeye\Potatoes,Decrease in Surface Storage,output
5927,Demand Sites and Catchments\Buckeye\Potatoes,Increase in Surface Storage,output
5928,Demand Sites and Catchments\Buckeye\Potatoes,Daily Flow Through Release,output
5929,Demand Sites and Catchments\Buckeye\Potatoes,Decrease in Surface Storage Daily,output
5930,Demand Sites and Catchments\Buckeye\Potatoes,Increase in Surface Storage Daily,output
5931,Demand Sites and Catchments\Buckeye\Potatoes,Theoretical Catchment Irrigation Demand,output
5932,Demand Sites and Catchments\Buckeye\Potatoes,Annual Theoretical Catchment Irrigation Shortfall,output
5933,Demand Sites and Catchments\Buckeye\Sugarbeets,Water Demand,output
5934,Demand Sites and Catchments\Buckeye\Sugarbeets,Supply Requirement,output
5935,Demand Sites and Catchments\Buckeye\Sugarbeets,ET Actual,output
5936,Demand Sites and Catchments\Buckeye\Sugarbeets,ET Actual Depth Daily,output
5937,Demand Sites and Catchments\Buckeye\Sugarbeets,Area Calculated,output
5938,Demand Sites and Catchments\Buckeye\Sugarbeets,Evapotranspiration,output
5939,Demand Sites and Catchments\Buckeye\Sugarbeets,Flow to Groundwater,output
5940,Demand Sites and Catchments\Buckeye\Sugarbeets,ET Potential Depth Daily,output
5941,Demand Sites and Catchments\Buckeye\Sugarbeets,Daily Kc Potential,output
5942,Demand Sites and Catchments\Buckeye\Sugarbeets,Daily Kc Actual,output
5943,Demand Sites and Catchments\Buckeye\Sugarbeets,Annual Crop Production,output
5944,Demand Sites and Catchments\Buckeye\Sugarbeets,Annual Market Value,output
5945,Demand Sites and Catchments\Buckeye\Sugarbeets,Surface Runoff,output
5946,Demand Sites and Catchments\Buckeye\Sugarbeets,Irrigation,output
5947,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Wilt Point Depth,output
5948,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Field Capacity Depth,output
5949,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Maximum Saturation Depth,output
5950,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Current Saturation Depth,output
5951,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Wilt Point Depth,output
5952,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Field Capacity Depth,output
5953,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Maximum Saturation Depth,output
5954,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Current Saturation Depth,output
5955,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Readily Available Water Depth,output
5956,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Wilt Point,output
5957,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Field Capacity,output
5958,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Maximum Saturation,output
5959,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Readily Available Water,output
5960,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 1 Current Saturation,output
5961,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Wilt Point,output
5962,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Field Capacity,output
5963,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Maximum Saturation,output
5964,Demand Sites and Catchments\Buckeye\Sugarbeets,Bucket 2 Current Saturation,output
5965,Demand Sites and Catchments\Buckeye\Sugarbeets,Irrigation Daily,output
5966,Demand Sites and Catchments\Buckeye\Sugarbeets,Decrease in Soil Moisture Daily,output
5967,Demand Sites and Catchments\Buckeye\Sugarbeets,Increase in Soil Moisture Daily,output
5968,Demand Sites and Catchments\Buckeye\Sugarbeets,Surface Runoff Daily,output
5969,Demand Sites and Catchments\Buckeye\Sugarbeets,Flow to Groundwater Daily,output
5970,Demand Sites and Catchments\Buckeye\Sugarbeets,Daily Evaporation,output
5971,Demand Sites and Catchments\Buckeye\Sugarbeets,Daily Transpiration,output
5972,Demand Sites and Catchments\Buckeye\Sugarbeets,Decrease in Soil Moisture,output
5973,Demand Sites and Catchments\Buckeye\Sugarbeets,Increase in Soil Moisture,output
5974,Demand Sites and Catchments\Buckeye\Sugarbeets,Decrease in Surface Storage,output
5975,Demand Sites and Catchments\Buckeye\Sugarbeets,Increase in Surface Storage,output
5976,Demand Sites and Catchments\Buckeye\Sugarbeets,Daily Flow Through Release,output
5977,Demand Sites and Catchments\Buckeye\Sugarbeets,Decrease in Surface Storage Daily,output
5978,Demand Sites and Catchments\Buckeye\Sugarbeets,Increase in Surface Storage Daily,output
5979,Demand Sites and Catchments\Buckeye\Sugarbeets,Theoretical Catchment Irrigation Demand,output
5980,Demand Sites and Catchments\Buckeye\Sugarbeets,Annual Theoretical Catchment Irrigation Shortfall,output
5981,Demand Sites and Catchments\Buckeye\Cotton,Water Demand,output
5982,Demand Sites and Catchments\Buckeye\Cotton,Supply Requirement,output
5983,Demand Sites and Catchments\Buckeye\Cotton,ET Actual,output
5984,Demand Sites and Catchments\Buckeye\Cotton,ET Actual Depth Daily,output
5985,Demand Sites and Catchments\Buckeye\Cotton,Area Calculated,output
5986,Demand Sites and Catchments\Buckeye\Cotton,Evapotranspiration,output
5987,Demand Sites and Catchments\Buckeye\Cotton,Flow to Groundwater,output
5988,Demand Sites and Catchments\Buckeye\Cotton,ET Potential Depth Daily,output
5989,Demand Sites and Catchments\Buckeye\Cotton,Daily Kc Potential,output
5990,Demand Sites and Catchments\Buckeye\Cotton,Daily Kc Actual,output
5991,Demand Sites and Catchments\Buckeye\Cotton,Annual Crop Production,output
5992,Demand Sites and Catchments\Buckeye\Cotton,Annual Market Value,output
5993,Demand Sites and Catchments\Buckeye\Cotton,Surface Runoff,output
5994,Demand Sites and Catchments\Buckeye\Cotton,Irrigation,output
5995,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Wilt Point Depth,output
5996,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Field Capacity Depth,output
5997,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Maximum Saturation Depth,output
5998,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Current Saturation Depth,output
5999,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Wilt Point Depth,output
6000,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Field Capacity Depth,output
6001,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Maximum Saturation Depth,output
6002,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Current Saturation Depth,output
6003,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Readily Available Water Depth,output
6004,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Wilt Point,output
6005,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Field Capacity,output
6006,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Maximum Saturation,output
6007,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Readily Available Water,output
6008,Demand Sites and Catchments\Buckeye\Cotton,Bucket 1 Current Saturation,output
6009,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Wilt Point,output
6010,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Field Capacity,output
6011,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Maximum Saturation,output
6012,Demand Sites and Catchments\Buckeye\Cotton,Bucket 2 Current Saturation,output
6013,Demand Sites and Catchments\Buckeye\Cotton,Irrigation Daily,output
6014,Demand Sites and Catchments\Buckeye\Cotton,Decrease in Soil Moisture Daily,output
6015,Demand Sites and Catchments\Buckeye\Cotton,Increase in Soil Moisture Daily,output
6016,Demand Sites and Catchments\Buckeye\Cotton,Surface Runoff Daily,output
6017,Demand Sites and Catchments\Buckeye\Cotton,Flow to Groundwater Daily,output
6018,Demand Sites and Catchments\Buckeye\Cotton,Daily Evaporation,output
6019,Demand Sites and Catchments\Buckeye\Cotton,Daily Transpiration,output
6020,Demand Sites and Catchments\Buckeye\Cotton,Decrease in Soil Moisture,output
6021,Demand Sites and Catchments\Buckeye\Cotton,Increase in Soil Moisture,output
6022,Demand Sites and Catchments\Buckeye\Cotton,Decrease in Surface Storage,output
6023,Demand Sites and Catchments\Buckeye\Cotton,Increase in Surface Storage,output
6024,Demand Sites and Catchments\Buckeye\Cotton,Daily Flow Through Release,output
6025,Demand Sites and Catchments\Buckeye\Cotton,Decrease in Surface Storage Daily,output
6026,Demand Sites and Catchments\Buckeye\Cotton,Increase in Surface Storage Daily,output
6027,Demand Sites and Catchments\Buckeye\Cotton,Theoretical Catchment Irrigation Demand,output
6028,Demand Sites and Catchments\Buckeye\Cotton,Annual Theoretical Catchment Irrigation Shortfall,output
6029,Demand Sites and Catchments\Buckeye\Barley,Water Demand,output
6030,Demand Sites and Catchments\Buckeye\Barley,Supply Requirement,output
6031,Demand Sites and Catchments\Buckeye\Barley,ET Actual,output
6032,Demand Sites and Catchments\Buckeye\Barley,ET Actual Depth Daily,output
6033,Demand Sites and Catchments\Buckeye\Barley,Area Calculated,output
6034,Demand Sites and Catchments\Buckeye\Barley,Evapotranspiration,output
6035,Demand Sites and Catchments\Buckeye\Barley,Flow to Groundwater,output
6036,Demand Sites and Catchments\Buckeye\Barley,ET Potential Depth Daily,output
6037,Demand Sites and Catchments\Buckeye\Barley,Daily Kc Potential,output
6038,Demand Sites and Catchments\Buckeye\Barley,Daily Kc Actual,output
6039,Demand Sites and Catchments\Buckeye\Barley,Annual Crop Production,output
6040,Demand Sites and Catchments\Buckeye\Barley,Annual Market Value,output
6041,Demand Sites and Catchments\Buckeye\Barley,Surface Runoff,output
6042,Demand Sites and Catchments\Buckeye\Barley,Irrigation,output
6043,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Wilt Point Depth,output
6044,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Field Capacity Depth,output
6045,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Maximum Saturation Depth,output
6046,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Current Saturation Depth,output
6047,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Wilt Point Depth,output
6048,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Field Capacity Depth,output
6049,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Maximum Saturation Depth,output
6050,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Current Saturation Depth,output
6051,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Readily Available Water Depth,output
6052,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Wilt Point,output
6053,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Field Capacity,output
6054,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Maximum Saturation,output
6055,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Readily Available Water,output
6056,Demand Sites and Catchments\Buckeye\Barley,Bucket 1 Current Saturation,output
6057,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Wilt Point,output
6058,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Field Capacity,output
6059,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Maximum Saturation,output
6060,Demand Sites and Catchments\Buckeye\Barley,Bucket 2 Current Saturation,output
6061,Demand Sites and Catchments\Buckeye\Barley,Irrigation Daily,output
6062,Demand Sites and Catchments\Buckeye\Barley,Decrease in Soil Moisture Daily,output
6063,Demand Sites and Catchments\Buckeye\Barley,Increase in Soil Moisture Daily,output
6064,Demand Sites and Catchments\Buckeye\Barley,Surface Runoff Daily,output
6065,Demand Sites and Catchments\Buckeye\Barley,Flow to Groundwater Daily,output
6066,Demand Sites and Catchments\Buckeye\Barley,Daily Evaporation,output
6067,Demand Sites and Catchments\Buckeye\Barley,Daily Transpiration,output
6068,Demand Sites and Catchments\Buckeye\Barley,Decrease in Soil Moisture,output
6069,Demand Sites and Catchments\Buckeye\Barley,Increase in Soil Moisture,output
6070,Demand Sites and Catchments\Buckeye\Barley,Decrease in Surface Storage,output
6071,Demand Sites and Catchments\Buckeye\Barley,Increase in Surface Storage,output
6072,Demand Sites and Catchments\Buckeye\Barley,Daily Flow Through Release,output
6073,Demand Sites and Catchments\Buckeye\Barley,Decrease in Surface Storage Daily,output
6074,Demand Sites and Catchments\Buckeye\Barley,Increase in Surface Storage Daily,output
6075,Demand Sites and Catchments\Buckeye\Barley,Theoretical Catchment Irrigation Demand,output
6076,Demand Sites and Catchments\Buckeye\Barley,Annual Theoretical Catchment Irrigation Shortfall,output
6077,Demand Sites and Catchments\Buckeye\Winter_Wheat,Water Demand,output
6078,Demand Sites and Catchments\Buckeye\Winter_Wheat,Supply Requirement,output
6079,Demand Sites and Catchments\Buckeye\Winter_Wheat,ET Actual,output
6080,Demand Sites and Catchments\Buckeye\Winter_Wheat,ET Actual Depth Daily,output
6081,Demand Sites and Catchments\Buckeye\Winter_Wheat,Area Calculated,output
6082,Demand Sites and Catchments\Buckeye\Winter_Wheat,Evapotranspiration,output
6083,Demand Sites and Catchments\Buckeye\Winter_Wheat,Flow to Groundwater,output
6084,Demand Sites and Catchments\Buckeye\Winter_Wheat,ET Potential Depth Daily,output
6085,Demand Sites and Catchments\Buckeye\Winter_Wheat,Daily Kc Potential,output
6086,Demand Sites and Catchments\Buckeye\Winter_Wheat,Daily Kc Actual,output
6087,Demand Sites and Catchments\Buckeye\Winter_Wheat,Annual Crop Production,output
6088,Demand Sites and Catchments\Buckeye\Winter_Wheat,Annual Market Value,output
6089,Demand Sites and Catchments\Buckeye\Winter_Wheat,Surface Runoff,output
6090,Demand Sites and Catchments\Buckeye\Winter_Wheat,Irrigation,output
6091,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Wilt Point Depth,output
6092,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Field Capacity Depth,output
6093,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Maximum Saturation Depth,output
6094,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Current Saturation Depth,output
6095,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Wilt Point Depth,output
6096,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Field Capacity Depth,output
6097,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Maximum Saturation Depth,output
6098,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Current Saturation Depth,output
6099,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Readily Available Water Depth,output
6100,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Wilt Point,output
6101,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Field Capacity,output
6102,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Maximum Saturation,output
6103,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Readily Available Water,output
6104,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 1 Current Saturation,output
6105,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Wilt Point,output
6106,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Field Capacity,output
6107,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Maximum Saturation,output
6108,Demand Sites and Catchments\Buckeye\Winter_Wheat,Bucket 2 Current Saturation,output
6109,Demand Sites and Catchments\Buckeye\Winter_Wheat,Irrigation Daily,output
6110,Demand Sites and Catchments\Buckeye\Winter_Wheat,Decrease in Soil Moisture Daily,output
6111,Demand Sites and Catchments\Buckeye\Winter_Wheat,Increase in Soil Moisture Daily,output
6112,Demand Sites and Catchments\Buckeye\Winter_Wheat,Surface Runoff Daily,output
6113,Demand Sites and Catchments\Buckeye\Winter_Wheat,Flow to Groundwater Daily,output
6114,Demand Sites and Catchments\Buckeye\Winter_Wheat,Daily Evaporation,output
6115,Demand Sites and Catchments\Buckeye\Winter_Wheat,Daily Transpiration,output
6116,Demand Sites and Catchments\Buckeye\Winter_Wheat,Decrease in Soil Moisture,output
6117,Demand Sites and Catchments\Buckeye\Winter_Wheat,Increase in Soil Moisture,output
6118,Demand Sites and Catchments\Buckeye\Winter_Wheat,Decrease in Surface Storage,output
6119,Demand Sites and Catchments\Buckeye\Winter_Wheat,Increase in Surface Storage,output
6120,Demand Sites and Catchments\Buckeye\Winter_Wheat,Daily Flow Through Release,output
6121,Demand Sites and Catchments\Buckeye\Winter_Wheat,Decrease in Surface Storage Daily,output
6122,Demand Sites and Catchments\Buckeye\Winter_Wheat,Increase in Surface Storage Daily,output
6123,Demand Sites and Catchments\Buckeye\Winter_Wheat,Theoretical Catchment Irrigation Demand,output
6124,Demand Sites and Catchments\Buckeye\Winter_Wheat,Annual Theoretical Catchment Irrigation Shortfall,output
6125,Demand Sites and Catchments\Buckeye\Other_Hay,Water Demand,output
6126,Demand Sites and Catchments\Buckeye\Other_Hay,Supply Requirement,output
6127,Demand Sites and Catchments\Buckeye\Other_Hay,ET Actual,output
6128,Demand Sites and Catchments\Buckeye\Other_Hay,ET Actual Depth Daily,output
6129,Demand Sites and Catchments\Buckeye\Other_Hay,Area Calculated,output
6130,Demand Sites and Catchments\Buckeye\Other_Hay,Evapotranspiration,output
6131,Demand Sites and Catchments\Buckeye\Other_Hay,Flow to Groundwater,output
6132,Demand Sites and Catchments\Buckeye\Other_Hay,ET Potential Depth Daily,output
6133,Demand Sites and Catchments\Buckeye\Other_Hay,Daily Kc Potential,output
6134,Demand Sites and Catchments\Buckeye\Other_Hay,Daily Kc Actual,output
6135,Demand Sites and Catchments\Buckeye\Other_Hay,Annual Crop Production,output
6136,Demand Sites and Catchments\Buckeye\Other_Hay,Annual Market Value,output
6137,Demand Sites and Catchments\Buckeye\Other_Hay,Surface Runoff,output
6138,Demand Sites and Catchments\Buckeye\Other_Hay,Irrigation,output
6139,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Wilt Point Depth,output
6140,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Field Capacity Depth,output
6141,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Maximum Saturation Depth,output
6142,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Current Saturation Depth,output
6143,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Wilt Point Depth,output
6144,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Field Capacity Depth,output
6145,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Maximum Saturation Depth,output
6146,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Current Saturation Depth,output
6147,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Readily Available Water Depth,output
6148,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Wilt Point,output
6149,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Field Capacity,output
6150,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Maximum Saturation,output
6151,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Readily Available Water,output
6152,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 1 Current Saturation,output
6153,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Wilt Point,output
6154,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Field Capacity,output
6155,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Maximum Saturation,output
6156,Demand Sites and Catchments\Buckeye\Other_Hay,Bucket 2 Current Saturation,output
6157,Demand Sites and Catchments\Buckeye\Other_Hay,Irrigation Daily,output
6158,Demand Sites and Catchments\Buckeye\Other_Hay,Decrease in Soil Moisture Daily,output
6159,Demand Sites and Catchments\Buckeye\Other_Hay,Increase in Soil Moisture Daily,output
6160,Demand Sites and Catchments\Buckeye\Other_Hay,Surface Runoff Daily,output
6161,Demand Sites and Catchments\Buckeye\Other_Hay,Flow to Groundwater Daily,output
6162,Demand Sites and Catchments\Buckeye\Other_Hay,Daily Evaporation,output
6163,Demand Sites and Catchments\Buckeye\Other_Hay,Daily Transpiration,output
6164,Demand Sites and Catchments\Buckeye\Other_Hay,Decrease in Soil Moisture,output
6165,Demand Sites and Catchments\Buckeye\Other_Hay,Increase in Soil Moisture,output
6166,Demand Sites and Catchments\Buckeye\Other_Hay,Decrease in Surface Storage,output
6167,Demand Sites and Catchments\Buckeye\Other_Hay,Increase in Surface Storage,output
6168,Demand Sites and Catchments\Buckeye\Other_Hay,Daily Flow Through Release,output
6169,Demand Sites and Catchments\Buckeye\Other_Hay,Decrease in Surface Storage Daily,output
6170,Demand Sites and Catchments\Buckeye\Other_Hay,Increase in Surface Storage Daily,output
6171,Demand Sites and Catchments\Buckeye\Other_Hay,Theoretical Catchment Irrigation Demand,output
6172,Demand Sites and Catchments\Buckeye\Other_Hay,Annual Theoretical Catchment Irrigation Shortfall,output
6173,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Water Demand,output
6174,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Supply Requirement,output
6175,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,ET Actual,output
6176,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,ET Actual Depth Daily,output
6177,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Area Calculated,output
6178,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Evapotranspiration,output
6179,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Flow to Groundwater,output
6180,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,ET Potential Depth Daily,output
6181,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Daily Kc Potential,output
6182,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Daily Kc Actual,output
6183,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Annual Crop Production,output
6184,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Annual Market Value,output
6185,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Surface Runoff,output
6186,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Irrigation,output
6187,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Bucket 1 Wilt Point Depth,output
6188,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Bucket 1 Field Capacity Depth,output
6189,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Bucket 1 Maximum Saturation Depth,output
6190,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Bucket 1 Current Saturation Depth,output
6191,Demand Sites and Catchments\Buckeye\Alfalfa_haylage,Bucket 2 Wilt Point Depth,output
